Name,User Populariy,User Rating,Global Popularity,Global Rating,misc
Saint Seiya: Meiou Hades Juuni Kyuu-hen,1,7.0,55875,8.05,1708
Saint Seiya: Meiou Hades Meikai-hen,1,4.0,49402,7.75,1709
Saint Seiya: Saishuu Seisen no Senshi-tachi,1,6.0,16211,6.76,1710
Saint Seiya: Shinku no Shounen Densetsu,1,7.0,15904,7.21,1711
Saint Seiya: Tenkai-hen Josou - Overture,1,4.0,23735,7.20,1712
Saint Seiya: The Lost Canvas - Meiou Shinwa,1,7.0,105912,7.98,1713
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,1,7.0,73897,8.09,1714
Saint☆Oniisan,1,3.0,91649,7.48,1715
Sakigake!! Cromartie Koukou,1,3.0,136243,7.90,1716
Sekai no Yami Zukan,1,2.0,23187,4.70,1717
Sengoku Kitan Youtouden Movie,1,3.0,5257,5.97,1718
Shadows House 2nd Season,1,7.0,111490,8.00,1719
Shigurui,2,8.0,120542,7.37,1720
Shin Cutey Honey,1,5.0,10197,6.62,1721
Shin Kujakuou,1,5.0,2383,5.82,1722
Shinsekai yori,1,8.0,764100,8.28,1723
Shuranosuke Zanmaken: Shikamamon no Otoko,1,2.0,4560,4.71,1724
Sidonia no Kishi,2,6.0,227614,7.64,1725
Sidonia no Kishi: Daikyuu Wakusei Seneki,1,6.0,117134,7.72,1726
Slayers,1,7.0,139240,7.73,1727
Slayers Great,1,7.0,19679,7.32,1728
Slayers Next,1,8.0,69171,8.02,1729
Slayers Return,1,7.0,20220,7.31,1730
Slayers Try,1,8.0,54069,7.81,1731
Sol Levante,1,7.0,19528,4.93,1732
Sora no Otoshimono,1,6.0,470811,7.25,1733
Sora no Otoshimono Forte,1,6.0,286790,7.45,1734
Space☆Dandy,2,9.0,346998,7.88,1735
Space☆Dandy 2nd Season,2,9.0,163871,8.26,1736
Street Fighter II Movie,1,7.0,30903,7.17,1737
Street Fighter Zero The Animation,1,4.0,16167,6.51,1738
Subete ga F ni Naru,1,7.0,167667,7.24,1739
Sunabouzu,2,6.5,136551,7.38,1740
Tenchi Muyou!,1,8.0,78082,7.42,1741
Tenchi Muyou! in Love,1,7.0,23655,7.41,1742
Tenchi Muyou! Manatsu no Eve,1,7.0,15463,7.10,1743
Tenchi Muyou! Ryououki,1,8.0,51891,7.61,1744
Tenkuu no Escaflowne,2,8.0,152697,7.67,1745
Tetsuwan Birdy,1,5.0,30895,7.08,1746
The Animatrix,1,7.0,80670,7.30,1747
Triage X,1,4.0,160851,6.32,1748
Uchuu Senkan Tiramisù,1,6.0,27823,6.37,1749
Ueno-san wa Bukiyou,1,6.0,116777,6.56,1750
Umezu Kazuo no Noroi,1,6.0,7797,6.18,1751
Ushinawareta Choushoku,1,7.0,498,5.82,1752
Vampire Hunter,1,6.0,18846,6.57,1753
Vampire Sensou,1,4.0,4457,4.65,1754
Violence Jack: Harem Bomber-hen,1,5.0,12748,5.19,1755
Violence Jack: Hell's Wind-hen,1,3.0,8928,5.48,1756
Violence Jack: Jigoku Gai-hen,1,4.0,11151,5.55,1757
Witchblade,1,5.0,114231,7.22,1758
Wolf's Rain,2,5.0,322473,7.80,1759
X/1999,1,3.0,37681,6.57,1760
Yami no Teio: Kyuuketsuki Dracula,2,1.5,4460,3.70,1761
Yojouhan Time Machine Blues,1,8.0,37317,8.19,1762
Yoru no Kuni,1,8.0,13294,7.44,1763
Yoru wa Mijikashi Arukeyo Otome,1,8.0,121410,8.18,1764
Yuru Yuri,1,5.0,332442,7.57,1765
Yuru Yuri♪♪,1,5.0,182761,7.82,1766
Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,1,6.0,28643,7.18,1767
Arslan Senki (TV),1,9.0,368128,7.66,1768
Babylon,1,7.0,150585,6.74,1769
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,1,7.0,14718,6.27,1770
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,1,9.0,33694,8.08,1771
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,1,8.0,38161,7.87,1772
Juu Ou Sei,1,4.0,72224,7.20,1773
Omoide Poroporo,1,8.0,140428,7.44,1774
Ore Monogatari!!,1,8.0,656460,7.90,1775
Psycho-Pass Movie,1,6.0,266273,7.70,1776
Zetman,1,5.0,134172,6.84,1777
Ashita no Joe,1,7.0,87775,8.30,1778
Ashita no Joe 2,1,7.0,49111,8.71,1779
Bakuretsu Tenshi,1,4.0,69935,6.79,1780
Bishoujo Senshi Sailor Moon SuperS,1,6.0,116364,7.63,1781
Bishoujo Senshi Sailor Moon: Sailor Stars,1,6.0,110426,7.95,1782
Blocker Gundan IV Machine Blaster,1,4.0,1131,6.08,1783
Blue Gender,1,7.0,79264,7.03,1784
Bokura no,1,7.0,188085,7.61,1785
Candy Candy,1,6.0,30213,7.57,1786
Cardcaptor Sakura,1,8.0,426385,8.16,1787
Chou Denji Machine Voltes V,1,4.0,7883,7.46,1788
City Hunter,1,7.0,78156,7.91,1789
City Hunter '91,1,6.0,23200,7.75,1790
City Hunter 2,1,7.0,25999,8.06,1791
City Hunter 3,1,4.0,20986,7.80,1792
City Hunter: The Secret Service,1,8.0,8348,7.42,1793
Cowboy Bebop: Tengoku no Tobira,1,10.0,366708,8.38,1794
D.Gray-man Hallow,1,7.0,186771,7.70,1795
Devilman Lady,1,8.0,24575,6.60,1796
Eromanga-sensei OVA,1,5.0,113316,6.80,1797
Escaflowne,1,3.0,68492,7.06,1798
Glass no Kamen,1,1.0,9044,7.36,1799
Hajime no Ippo: Champion Road,1,7.0,132014,8.26,1800
Hajime no Ippo: Mashiba vs. Kimura,1,5.0,105719,8.23,1801
Hokuto no Ken,1,6.0,128093,7.96,1802
Hokuto no Ken 2,1,5.0,30622,7.56,1803
Initial D Fifth Stage,1,4.0,141720,8.09,1804
Initial D Fourth Stage,1,7.0,178069,8.16,1805
Initial D Second Stage,1,7.0,208073,8.16,1806
Initial D Third Stage,1,5.0,172187,7.90,1807
Inu-Ou,1,4.0,24048,7.80,1808
Kaguya-hime no Monogatari,1,9.0,221641,8.21,1809
Kaiba,1,2.0,147816,8.14,1810
Kaiketsu Zorro,1,8.0,11935,7.23,1811
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,1,5.0,47863,7.46,1812
Karakai Jouzu no Takagi-san 3,1,7.0,176723,8.42,1813
Karakai Jouzu no Takagi-san Movie,1,4.0,64884,8.50,1814
Kick-Heart,1,4.0,20702,6.41,1815
"Kimi to, Nami ni Noretara",1,5.0,213478,7.61,1816
Koukaku Kidoutai 2.0,1,4.0,87425,7.97,1817
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,1,8.0,98539,8.11,1818
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,1,9.0,222960,8.52,1819
Lodoss-tou Senki: Eiyuu Kishi Den,1,4.0,32124,7.13,1820
Macross 7,1,4.0,30459,7.18,1821
Macross Dynamite 7,1,5.0,13499,6.82,1822
Macross F,1,6.0,144763,7.89,1823
Macross Δ,1,4.0,75932,7.27,1824
Macross Plus,1,8.0,46934,7.71,1825
Macross Plus Movie Edition,1,6.0,16838,7.71,1826
Mamono Hunter Youko,1,2.0,12226,6.23,1827
Master Keaton,1,8.0,26611,7.60,1828
Master Keaton OVA,1,5.0,9883,7.72,1829
Mind Game,1,3.0,83632,7.78,1830
Mushishi Zoku Shou 2nd Season,1,5.0,258504,8.73,1831
Mushishi Zoku Shou: Odoro no Michi,1,6.0,98232,8.43,1832
Mushishi Zoku Shou: Suzu no Shizuku,1,4.0,124912,8.59,1833
Mushishi: Hihamukage,1,2.0,135430,8.53,1834
Noir,1,5.0,111328,7.29,1835
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,1,5.0,187827,7.33,1836
RahXephon,1,7.0,117460,7.39,1837
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,1,7.0,82908,7.97,1838
School Rumble,1,7.0,322990,7.89,1839
School Rumble Ni Gakki,1,8.0,158982,7.98,1840
School Rumble San Gakki,1,5.0,61752,7.29,1841
Shiki Specials,1,5.0,70315,7.76,1842
Shin Hokuto no Ken,1,6.0,14467,6.94,1843
Shokugeki no Souma: Ni no Sara OVA,1,4.0,159693,7.47,1844
Shoujo Kakumei Utena,1,9.0,212050,8.20,1845
Silent Möbius,1,8.0,14685,6.81,1846
Skull Man,1,2.0,31933,6.60,1847
Slam Dunk (Movie),1,4.0,19540,7.33,1848
Tenshi Kinryouku,1,2.0,48709,6.26,1849
Texhnolyze,1,7.0,244039,7.76,1850
The Big O,1,7.0,94028,7.53,1851
Trigun: Badlands Rumble,1,5.0,139483,7.92,1852
Urusei Yatsura,1,8.0,85722,7.74,1853
Versailles no Bara,1,6.0,94323,8.33,1854
Ars no Kyojuu,1,2.0,40782,6.09,1855
Bishoujo Senshi Sailor Moon Crystal,1,2.0,144729,7.11,1856
Gilgamesh,1,4.0,40634,6.63,1857
Golgo 13 (TV),1,4.0,41801,7.52,1858
Heike Monogatari,1,4.0,76069,7.78,1859
Last Exile,1,2.0,171832,7.79,1860
Nihon Chinbotsu 2020,1,2.0,145295,6.45,1861
Shokugeki no Souma: Shin no Sara,1,3.0,595645,7.74,1862
xxxHOLiC,1,1.0,313308,7.98,1863
